provincia_inscripcion;canton_inscripcion;parroquia_inscripcion;anio_inscripcion;mes_inscripcion;dia_inscripcion;fecha_inscripcion;anio_sentencia_divorcio;mes_sentencia_divorcio;dia_sentencia_divorcio;fecha_sentencia_divorcio;anio_matrimonio;mes_matrimonio;dia_matrimonio;fecha_matrimonio;capitulaciones_bienes;duracion_matrimonio_anios;causa_divorcio;nacionalidad_conyuge1;pais_conyuge1;sexo_conyuge1;anio_nacimiento_conyuge1;mes_nacimiento_conyuge1;dia_nacimiento_conyuge1;fecha_nacimiento_conyuge1;edad_conyuge1;hijos_a_cargo_conyuge1;autoidentificacion_etnica_conyuge1;nivel_instruccion_conyuge1;sabe_leer_escribir_conyuge1;provincia_residencia_conyuge1;canton_residencia_conyuge1;parroquia_residencia_conyuge1;area_residencia_conyuge1;nacionalidad_conyuge2;pais_conyuge2;sexo_conyuge2;anio_nacimiento_conyuge2;mes_nacimiento_conyuge2;dia_nacimiento_conyuge2;fecha_nacimiento_conyuge2;edad_conyuge2;hijos_a_cargo_conyuge2;autoidentificacion_etnica_conyuge2;nivel_instruccion_conyuge2;sabe_leer_escribir_conyuge2;provincia_residencia_conyuge2;canton_residencia_conyuge2;parroquia_residencia_conyuge2;area_residencia_conyuge2
Pastaza;Pastaza;Puyo;2020;Noviembre;18;2020/11/18;2020;Septiembre;22;2020/09/22;2011;Junio;25;2011/06/25;No;9;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1987;Octubre;25;1987/10/25;33;0;Mestiza;Educación media / Bachillerato;Si;Pastaza;Pastaza;Puyo;Urbana;Ecuatoriano;Ecuador;Mujer;1989;Julio;8;1989/07/08;31;1;Mestiza;Educación media / Bachillerato;Si;Pastaza;Pastaza;Puyo;Urbana
El Oro;Machala;Machala;2020;Noviembre;18;2020/11/18;2020;Septiembre;1;2020/09/01;2011;Diciembre;9;2011/12/09;No;8;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1972;Febrero;28;1972/02/28;48;0;Mestiza;Secundaria;Si;El Oro;Machala;Machala;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Julio;6;1977/07/06;43;0;Mestiza;Secundaria;Si;El Oro;Machala;Machala;Urbana
Imbabura;Ibarra;San Francisco;2020;Noviembre;18;2020/11/18;2020;Noviembre;17;2020/11/17;2012;Febrero;10;2012/02/10;No;8;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1976;Julio;29;1976/07/29;44;0;Mestiza;Superior Universitario;Si;Imbabura;Ibarra;Sagrario;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Abril;30;1977/04/30;43;1;Mestiza;Superior Universitario;Si;Imbabura;Ibarra;Sagrario;Urbana
Pichincha;Rumiñahui;Sangolquí;2020;Noviembre;18;2020/11/18;2020;Agosto;18;2020/08/18;2012;Febrero;11;2012/02/11;No;8;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Mujer;1986;Mayo;15;1986/05/15;34;1;Mestiza;Superior Universitario;Si;Pichincha;Quito;Conocoto;Rural;Ecuatoriano;Ecuador;Hombre;1992;Enero;10;1992/01/10;28;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Conocoto;Rural
Guayas;Guayaquil;Rocafuerte;2020;Noviembre;18;2020/11/18;2020;Julio;28;2020/07/28;2012;Julio;20;2012/07/20;No;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1993;Diciembre;15;1993/12/15;26;0;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1992;Septiembre;8;1992/09/08;28;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
Loja;Loja;Loja;2020;Noviembre;18;2020/11/18;2020;Octubre;29;2020/10/29;2013;Marzo;1;2013/03/01;No;7;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1964;Octubre;1;1964/10/01;56;0;Mestiza;Primaria;Si;Loja;Loja;Malacatos (Valladolid);Rural;Ecuatoriano;Ecuador;Mujer;1956;Septiembre;25;1956/09/25;64;0;Mestiza;Primaria;Si;Loja;Loja;Malacatos (Valladolid);Rural
Guayas;Naranjal;Naranjal;2020;Noviembre;18;2020/11/18;2020;Noviembre;4;2020/11/04;2013;Mayo;3;2013/05/03;No;7;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1984;Noviembre;13;1984/11/13;36;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Naranjal;Naranjal;Urbana;Ecuatoriano;Ecuador;Mujer;1981;Diciembre;29;1981/12/29;38;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Naranjal;Naranjal;Urbana
Manabí;Jipijapa;San Lorenzo de Jipijapa;2020;Noviembre;18;2020/11/18;2019;Septiembre;24;2019/09/24;2013;Agosto;23;2013/08/23;No;6;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1996;Octubre;14;1996/10/14;24;0;Mestiza;Primaria;Si;Manabí;Jipijapa;Jipijapa;Urbana;Ecuatoriano;Ecuador;Mujer;1998;Marzo;16;1998/03/16;22;1;Mestiza;Superior Universitario;Si;Manabí;Jipijapa;Jipijapa;Urbana
Pichincha;Quito;El Condado;2020;Noviembre;18;2020/11/18;2020;Julio;30;2020/07/30;2014;Marzo;7;2014/03/07;No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1978;Diciembre;18;1978/12/18;41;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Cotocollao;Urbana;Ecuatoriano;Ecuador;Mujer;1971;Agosto;17;1971/08/17;49;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;San Isidro del Inca;Urbana
El Oro;Huaquillas;Huaquillas;2020;Noviembre;18;2020/11/18;2020;Octubre;20;2020/10/20;2014;Marzo;7;2014/03/07;No;6;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1993;Octubre;31;1993/10/31;27;0;Mestiza;Secundaria;Si;El Oro;Huaquillas;Huaquillas;Urbana;Ecuatoriano;Ecuador;Mujer;1998;Junio;25;1998/06/25;22;0;Mestiza;Educación media / Bachillerato;Si;El Oro;Huaquillas;Huaquillas;Urbana
Manabí;Jipijapa;San Lorenzo de Jipijapa;2020;Noviembre;18;2020/11/18;2020;Septiembre;21;2020/09/21;2014;Mayo;5;2014/05/05;No;6;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1995;Mayo;28;1995/05/28;25;0;Mestiza;Educación media / Bachillerato;Si;Manabí;Jipijapa;Jipijapa;Urbana;Ecuatoriano;Ecuador;Mujer;1998;Enero;15;1998/01/15;22;1;Mestiza;Educación media / Bachillerato;Si;Manabí;Jipijapa;Jipijapa;Urbana
Guayas;Guayaquil;Tarqui;2020;Noviembre;18;2020/11/18;2020;Julio;6;2020/07/06;2014;Mayo;23;2014/05/23;No;6;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1993;Enero;27;1993/01/27;27;0;Mestiza;Superior no Universitario;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1991;Agosto;6;1991/08/06;29;2;Mestiza;Superior no Universitario;Si;Guayas;Guayaquil;Guayaquil;Urbana
Tungurahua;Quero;Quero;2020;Noviembre;18;2020/11/18;2020;Octubre;21;2020/10/21;2014;Octubre;30;2014/10/30;No;5;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1989;Julio;2;1989/07/02;31;0;Mestiza;Secundaria;Si;Tungurahua;Quero;Quero;Urbana;Ecuatoriano;Ecuador;Mujer;1992;Enero;14;1992/01/14;28;2;Mestiza;Secundaria;Si;Tungurahua;Mocha;Mocha;Urbana
Guayas;Yaguachi;San Jacinto De Yaguachi;2020;Noviembre;18;2020/11/18;2020;Octubre;12;2020/10/12;2014;Noviembre;20;2014/11/20;No;5;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1996;Marzo;21;1996/03/21;24;0;Mestiza;Secundaria;Si;Guayas;Guayaquil;Carbo (Concepción);Urbana;Ecuatoriano;Ecuador;Mujer;1997;Diciembre;21;1997/12/21;22;0;Mestiza;Secundaria;Si;Guayas;Guayaquil;Carbo (Concepción);Urbana
Guayas;Milagro;Milagro;2020;Noviembre;18;2020/11/18;2020;Septiembre;21;2020/09/21;2015;Marzo;16;2015/03/16;No;5;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1985;Diciembre;20;1985/12/20;34;0;Mestiza;Secundaria;Si;Guayas;Milagro;Milagro;Urbana;Ecuatoriano;Ecuador;Mujer;1991;Enero;3;1991/01/03;29;2;Mestiza;Superior Universitario;Si;Guayas;Milagro;Milagro;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Noviembre;18;2020/11/18;2020;Enero;30;2020/01/30;2015;Julio;28;2015/07/28;No;4;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1988;Enero;19;1988/01/19;32;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Septiembre;3;1985/09/03;35;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana
Guayas;Guayaquil;Tarqui;2020;Noviembre;18;2020/11/18;2020;Octubre;15;2020/10/15;2015;Agosto;28;2015/08/28;No;5;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1989;Marzo;30;1989/03/30;31;0;Mestiza;Superior no Universitario;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1992;Enero;26;1992/01/26;28;2;Mestiza;Superior no Universitario;Si;Guayas;Guayaquil;Guayaquil;Urbana
Loja;Catamayo;Catamayo;2020;Noviembre;18;2020/11/18;2018;Noviembre;15;2018/11/15;2016;Febrero;2;2016/02/02;No;2;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1989;Diciembre;19;1989/12/19;30;1;Mestiza;Secundaria;Si;Loja;Catamayo;Catamayo;Urbana;Ecuatoriano;Ecuador;Mujer;1993;Agosto;27;1993/08/27;27;0;Mestiza;Secundaria;Si;Loja;Catamayo;Catamayo;Urbana
Azuay;Cuenca;El Batán;2020;Noviembre;18;2020/11/18;2020;Noviembre;4;2020/11/04;2016;Mayo;17;2016/05/17;No;4;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1994;Septiembre;14;1994/09/14;26;0;Mestiza;Superior Universitario;Si;Azuay;Cuenca;Yanuncay;Urbana;Ecuatoriano;Ecuador;Mujer;1989;Noviembre;18;1989/11/18;31;0;Mestiza;Superior Universitario;Si;Loja;Loja;Loja;Urbana
Guayas;Guayaquil;Tarqui;2020;Noviembre;18;2020/11/18;2020;Agosto;27;2020/08/27;2016;Octubre;14;2016/10/14;No;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1992;Diciembre;4;1992/12/04;27;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1996;Febrero;22;1996/02/22;24;1;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Noviembre;18;2020/11/18;2020;Octubre;12;2020/10/12;2016;Diciembre;7;2016/12/07;No;3;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1997;Agosto;22;1997/08/22;23;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1997;Abril;26;1997/04/26;23;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana
Guayas;Guayaquil;Tarqui;2020;Noviembre;18;2020/11/18;2020;Octubre;29;2020/10/29;2017;Mayo;18;2017/05/18;No;3;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1980;Agosto;2;1980/08/02;40;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1994;Septiembre;8;1994/09/08;26;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Juan Gomez Rendon (Progreso);Rural
Guayas;Daule;Daule;2020;Noviembre;18;2020/11/18;2020;Octubre;1;2020/10/01;2017;Junio;16;2017/06/16;No;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1985;Abril;5;1985/04/05;35;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Daule;Daule;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Enero;6;1987/01/06;33;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Daule;Daule;Urbana
Guayas;Daule;Daule;2020;Noviembre;18;2020/11/18;2020;Agosto;31;2020/08/31;2017;Noviembre;9;2017/11/09;No;2;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;Ecuatoriano;Ecuador;Hombre;1993;Mayo;29;1993/05/29;27;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Daule;Daule;Urbana;Ecuatoriano;Ecuador;Mujer;1999;Julio;23;1999/07/23;21;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Daule;Daule;Urbana
El Oro;Piñas;Piñas, Cabecera Cantonal;2020;Noviembre;18;2020/11/18;2020;Noviembre;4;2020/11/04;2017;Diciembre;14;2017/12/14;No;2;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1990;Agosto;26;1990/08/26;30;0;Mestiza;Secundaria;Si;El Oro;Piñas;Piñas, Cabecera Cantonal;Urbana;Ecuatoriano;Ecuador;Mujer;1995;Octubre;31;1995/10/31;25;0;Mestiza;Secundaria;Si;El Oro;Piñas;Piñas, Cabecera Cantonal;Urbana
Azuay;Cuenca;El Batán;2020;Noviembre;18;2020/11/18;2020;Noviembre;4;2020/11/04;2018;Marzo;15;2018/03/15;No;2;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1987;Mayo;16;1987/05/16;33;0;Mestiza;Educación media / Bachillerato;Si;Azuay;Cuenca;Yanuncay;Urbana;Ecuatoriano;Ecuador;Mujer;2000;Marzo;9;2000/03/09;20;1;Mestiza;Educación media / Bachillerato;Si;Azuay;Cuenca;Yanuncay;Urbana
Guayas;Daule;Daule;2020;Noviembre;18;2020/11/18;2020;Septiembre;15;2020/09/15;2018;Marzo;28;2018/03/28;No;2;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1997;Junio;9;1997/06/09;23;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Daule;Daule;Urbana;Ecuatoriano;Ecuador;Mujer;1997;Enero;22;1997/01/22;23;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Daule;Daule;Urbana
Los Ríos;Quevedo;San Camilo;2020;Noviembre;18;2020/11/18;2020;Noviembre;17;2020/11/17;2018;Junio;13;2018/06/13;No;2;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1989;Noviembre;3;1989/11/03;31;0;Mestiza;Superior Universitario;Si;Cotopaxi;La Mana;La Mana;Urbana;Ecuatoriano;Ecuador;Mujer;1997;Septiembre;10;1997/09/10;23;0;Mestiza;Educación básica;Si;Cotopaxi;La Mana;La Mana;Urbana
Manabí;Jipijapa;San Lorenzo de Jipijapa;2020;Noviembre;18;2020/11/18;2020;Octubre;1;2020/10/01;2018;Julio;27;2018/07/27;No;2;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1999;Marzo;22;1999/03/22;21;0;Mestiza;Educación media / Bachillerato;Si;Manabí;Jipijapa;Jipijapa;Urbana;Ecuatoriano;Ecuador;Mujer;1999;Abril;17;1999/04/17;21;1;Mestiza;Educación media / Bachillerato;Si;Manabí;Jipijapa;Jipijapa;Urbana
Azuay;Cuenca;El Batán;2020;Noviembre;18;2020/11/18;2020;Octubre;23;2020/10/23;2019;Febrero;15;2019/02/15;No;1;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1982;Febrero;18;1982/02/18;38;0;Mestiza;Posgrado;Si;Azuay;Cuenca;Monay;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Marzo;22;1986/03/22;34;0;Mestiza;Posgrado;Si;Azuay;Cuenca;Cuenca;Urbana
Pichincha;Puerto Quito;Puerto Quito;2020;Noviembre;18;2020/11/18;2020;Agosto;11;2020/08/11;2019;Agosto;20;2019/08/20;No;0;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1961;Mayo;27;1961/05/27;59;0;Mestiza;Secundaria;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados,Cabecera Cantonal y Capital Provincial;Urbana;Ecuatoriano;Ecuador;Mujer;1961;Diciembre;20;1961/12/20;58;0;Mestiza;Educación media / Bachillerato;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados,Cabecera Cantonal y Capital Provincial;Urbana
El Oro;Santa Rosa;Santa Rosa;2020;Noviembre;19;2020/11/19;2019;Abril;23;2019/04/23;1968;Mayo;15;1968/05/15;No;50;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1948;Noviembre;1;1948/11/01;72;0;Mestiza;Secundaria;Si;El Oro;Santa Rosa;Santa Rosa;Urbana;Ecuatoriano;Ecuador;Mujer;1953;Diciembre;6;1953/12/06;66;0;Mestiza;Educación media / Bachillerato;Si;El Oro;Santa Rosa;Santa Rosa;Urbana
Guayas;Yaguachi;San Jacinto De Yaguachi;2020;Noviembre;19;2020/11/19;2020;Octubre;8;2020/10/08;1969;Octubre;20;1969/10/20;No;50;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1954;Septiembre;20;1954/09/20;66;0;Mestiza;Secundaria;Si;Guayas;Yaguachi;San Jacinto De Yaguachi;Urbana;Ecuatoriano;Ecuador;Mujer;1957;Noviembre;15;1957/11/15;63;0;Mestiza;Secundaria;Si;Guayas;Yaguachi;San Jacinto De Yaguachi;Urbana
Zamora Chinchipe;Chinchipe;Zumba;2020;Noviembre;19;2020/11/19;2020;Noviembre;6;2020/11/06;1974;Junio;21;1974/06/21;No;46;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1953;Julio;21;1953/07/21;67;0;Mestiza;Superior no Universitario;Si;Zamora Chinchipe;Chinchipe;Zumba;Urbana;Ecuatoriano;Ecuador;Mujer;1953;Noviembre;19;1953/11/19;67;0;Mestiza;Superior no Universitario;Si;Zamora Chinchipe;Chinchipe;Zumba;Urbana
El Oro;Santa Rosa;Santa Rosa;2020;Noviembre;19;2020/11/19;2020;Noviembre;16;2020/11/16;1981;Agosto;29;1981/08/29;No;39;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1962;Febrero;17;1962/02/17;58;0;Mestiza;Secundaria;Si;El Oro;Arenillas;Arenillas;Urbana;Ecuatoriano;Ecuador;Mujer;1963;Julio;20;1963/07/20;57;0;Mestiza;Superior Universitario;Si;El Oro;Santa Rosa;Santa Rosa;Urbana
Bolívar;San Miguel;San Miguel;2020;Noviembre;19;2020/11/19;2020;Agosto;18;2020/08/18;1982;Marzo;7;1982/03/07;Si;38;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1958;Octubre;7;1958/10/07;62;0;Mestiza;Centro de alfabetización;No;Bolívar;San Miguel;San Miguel;Urbana;Ecuatoriano;Ecuador;Mujer;1961;Noviembre;25;1961/11/25;58;0;Mestiza;Centro de alfabetización;No;Bolívar;San Miguel;San Miguel;Urbana
Morona Santiago;Santiago;Santiago de Mendez;2020;Noviembre;19;2020/11/19;2020;Noviembre;1;2020/11/01;1984;Agosto;6;1984/08/06;No;36;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1960;Abril;30;1960/04/30;60;0;Mestiza;Educación media / Bachillerato;Si;Morona Santiago;Santiago;Santiago de Mendez;Urbana;Ecuatoriano;Ecuador;Mujer;1956;Mayo;11;1956/05/11;64;0;Mestiza;Educación media / Bachillerato;Si;Morona Santiago;Santiago;Santiago de Mendez;Urbana
Cañar;Azogues;Azogues;2020;Noviembre;19;2020/11/19;2020;Septiembre;24;2020/09/24;1986;Julio;14;1986/07/14;No;34;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1965;Agosto;28;1965/08/28;55;0;Mestiza;Primaria;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1970;Agosto;25;1970/08/25;50;0;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana
Imbabura;Ibarra;San Francisco;2020;Noviembre;19;2020/11/19;2020;Octubre;13;2020/10/13;1987;Noviembre;5;1987/11/05;No;32;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1955;Mayo;3;1955/05/03;65;0;Mestiza;Educación media / Bachillerato;Si;Imbabura;Ibarra;Sagrario;Urbana;Ecuatoriano;Ecuador;Mujer;1959;Abril;11;1959/04/11;61;0;Mestiza;Educación media / Bachillerato;Si;Imbabura;Ibarra;Sagrario;Urbana
Manabí;Sucre;Bahía de Caráquez;2020;Noviembre;19;2020/11/19;2020;Noviembre;13;2020/11/13;1990;Abril;28;1990/04/28;No;30;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1964;Octubre;6;1964/10/06;56;0;Mestiza;Educación media / Bachillerato;Si;Manabí;Sucre;Bahía de Caráquez;Urbana;Ecuatoriano;Ecuador;Hombre;1966;Octubre;29;1966/10/29;54;0;Mestiza;Educación media / Bachillerato;Si;Manabí;Sucre;Bahía de Caráquez;Urbana
El Oro;Santa Rosa;Santa Rosa;2020;Noviembre;19;2020/11/19;2020;Octubre;12;2020/10/12;1990;Julio;18;1990/07/18;No;30;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1971;Abril;14;1971/04/14;49;0;Mestiza;Secundaria;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1972;Abril;4;1972/04/04;48;0;Mestiza;Superior no Universitario;Si;El Oro;Santa Rosa;Santa Rosa;Urbana
Guayas;Yaguachi;San Jacinto De Yaguachi;2020;Noviembre;19;2020/11/19;2020;Octubre;16;2020/10/16;1990;Julio;27;1990/07/27;No;30;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1968;Enero;17;1968/01/17;52;0;Mestiza;Secundaria;Si;Guayas;Yaguachi;San Jacinto De Yaguachi;Urbana;Ecuatoriano;Ecuador;Mujer;1973;Agosto;18;1973/08/18;47;0;Mestiza;Secundaria;Si;Guayas;Yaguachi;San Jacinto De Yaguachi;Urbana
Carchi;Tulcán;González Suárez;2020;Noviembre;19;2020/11/19;2020;Marzo;12;2020/03/12;1991;Mayo;23;1991/05/23;No;28;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1971;Mayo;5;1971/05/05;49;0;Mestiza;Primaria;Si;Carchi;Tulcán;González Suárez;Urbana;Ecuatoriano;Ecuador;Mujer;1970;Septiembre;11;1970/09/11;50;0;Mestiza;Superior Universitario;Si;Carchi;Tulcán;González Suárez;Urbana
Loja;Calvas;Cariamanga;2020;Noviembre;19;2020/11/19;2020;Octubre;16;2020/10/16;1992;Agosto;5;1992/08/05;No;28;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1966;Diciembre;2;1966/12/02;53;0;Mestiza;Secundaria;Si;Loja;Calvas;Cariamanga;Urbana;Ecuatoriano;Ecuador;Mujer;1971;Marzo;1;1971/03/01;49;0;Mestiza;Secundaria;Si;Loja;Calvas;Cariamanga;Urbana
Imbabura;Antonio Ante;Atuntaqui;2020;Noviembre;19;2020/11/19;2019;Febrero;25;2019/02/25;1993;Octubre;16;1993/10/16;No;25;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1972;Abril;28;1972/04/28;48;1;Mestiza;Secundaria;Si;Imbabura;Antonio Ante;Atuntaqui;Urbana;Ecuatoriano;Ecuador;Mujer;1972;Abril;28;1972/04/28;48;1;Mestiza;Secundaria;Si;Imbabura;Antonio Ante;Atuntaqui;Urbana
Zamora Chinchipe;Zamora;Zamora;2020;Noviembre;19;2020/11/19;2020;Enero;2;2020/01/02;1994;Junio;17;1994/06/17;No;25;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1971;Septiembre;13;1971/09/13;49;0;Mestiza;Educación media / Bachillerato;Si;Loja;Loja;Loja;Urbana;Ecuatoriano;Ecuador;Mujer;1973;Octubre;18;1973/10/18;47;0;Mestiza;Educación media / Bachillerato;Si;Loja;Loja;Loja;Urbana
Cañar;Azogues;Azogues;2020;Noviembre;19;2020/11/19;2020;Febrero;26;2020/02/26;1994;Junio;28;1994/06/28;No;25;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1971;Mayo;1;1971/05/01;49;0;Mestiza;Educación media / Bachillerato;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1974;Octubre;7;1974/10/07;46;0;Mestiza;Educación media / Bachillerato;Si;Cañar;Azogues;Azogues;Urbana
Azuay;Cuenca;El Batán;2020;Noviembre;19;2020/11/19;2020;Julio;14;2020/07/14;1994;Agosto;5;1994/08/05;No;25;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;Ecuatoriano;Ecuador;Hombre;1973;Abril;1;1973/04/01;47;0;Mestiza;Educación básica;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1971;Enero;27;1971/01/27;49;0;Mestiza;Educación básica;Si;Exterior;Exterior;Exterior;Urbana
Santa Elena;Santa Elena;Santa Elena;2020;Noviembre;19;2020/11/19;2020;Noviembre;9;2020/11/09;1995;Abril;28;1995/04/28;No;25;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1973;Febrero;28;1973/02/28;47;0;Mestiza;Educación media / Bachillerato;Si;Santa Elena;Salinas;Salinas;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Agosto;23;1977/08/23;43;2;Mestiza;Educación media / Bachillerato;Si;Santa Elena;Santa Elena;Santa Elena;Urbana
Pichincha;Rumiñahui;Sangolquí;2020;Noviembre;19;2020/11/19;2020;Octubre;13;2020/10/13;1995;Julio;7;1995/07/07;No;25;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Mujer;1978;Febrero;26;1978/02/26;42;0;Mestiza;Primaria;Si;Pichincha;Quito;Conocoto;Rural;Ecuatoriano;Ecuador;Hombre;1975;Mayo;30;1975/05/30;45;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Rumiñahui;Sangolquí;Urbana
