provincia_inscripcion;canton_inscripcion;parroquia_inscripcion;anio_inscripcion;mes_inscripcion;dia_inscripcion;fecha_inscripcion;anio_sentencia_divorcio;mes_sentencia_divorcio;dia_sentencia_divorcio;fecha_sentencia_divorcio;anio_matrimonio;mes_matrimonio;dia_matrimonio;fecha_matrimonio;capitulaciones_bienes;duracion_matrimonio_anios;causa_divorcio;nacionalidad_conyuge1;pais_conyuge1;sexo_conyuge1;anio_nacimiento_conyuge1;mes_nacimiento_conyuge1;dia_nacimiento_conyuge1;fecha_nacimiento_conyuge1;edad_conyuge1;hijos_a_cargo_conyuge1;autoidentificacion_etnica_conyuge1;nivel_instruccion_conyuge1;sabe_leer_escribir_conyuge1;provincia_residencia_conyuge1;canton_residencia_conyuge1;parroquia_residencia_conyuge1;area_residencia_conyuge1;nacionalidad_conyuge2;pais_conyuge2;sexo_conyuge2;anio_nacimiento_conyuge2;mes_nacimiento_conyuge2;dia_nacimiento_conyuge2;fecha_nacimiento_conyuge2;edad_conyuge2;hijos_a_cargo_conyuge2;autoidentificacion_etnica_conyuge2;nivel_instruccion_conyuge2;sabe_leer_escribir_conyuge2;provincia_residencia_conyuge2;canton_residencia_conyuge2;parroquia_residencia_conyuge2;area_residencia_conyuge2
Loja;Calvas;Cariamanga;2020;Noviembre;19;2020/11/19;2020;Junio;6;2020/06/06;1995;Agosto;17;1995/08/17;No;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1973;Julio;11;1973/07/11;47;0;Mestiza;Secundaria;Si;Loja;Gonzanama;Nambacola;Rural;Ecuatoriano;Ecuador;Mujer;1975;Marzo;1;1975/03/01;45;0;Mestiza;Secundaria;Si;Loja;Gonzanama;Nambacola;Rural
Pichincha;Rumiñahui;Sangolquí;2020;Noviembre;19;2020/11/19;2020;Agosto;3;2020/08/03;1995;Agosto;26;1995/08/26;No;24;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Mujer;1976;Septiembre;27;1976/09/27;44;1;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Conocoto;Rural;Ecuatoriano;Ecuador;Hombre;1972;Septiembre;15;1972/09/15;48;0;Mestiza;Superior Universitario;Si;Pichincha;Quito;Conocoto;Rural
El Oro;Huaquillas;Huaquillas;2020;Noviembre;19;2020/11/19;2020;Octubre;22;2020/10/22;1996;Agosto;12;1996/08/12;No;24;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1976;Abril;21;1976/04/21;44;0;Mestiza;Primaria;Si;El Oro;Huaquillas;Huaquillas;Urbana;Ecuatoriano;Ecuador;Mujer;1976;Marzo;4;1976/03/04;44;2;Mestiza;Primaria;Si;El Oro;Huaquillas;Huaquillas;Urbana
Orellana;Orellana;Puerto Francisco de Orellana (El Coca);2020;Noviembre;19;2020/11/19;2020;Noviembre;17;2020/11/17;1997;Enero;27;1997/01/27;No;23;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1965;Agosto;12;1965/08/12;55;0;Mestiza;Educación media / Bachillerato;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana;Ecuatoriano;Ecuador;Mujer;1966;Octubre;28;1966/10/28;54;1;Mestiza;Superior Universitario;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana
Cañar;Azogues;Azogues;2020;Noviembre;19;2020/11/19;2020;Julio;10;2020/07/10;1997;Agosto;29;1997/08/29;No;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1979;Enero;1;1979/01/01;41;0;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana;Ecuatoriano;Ecuador;Mujer;1979;Junio;9;1979/06/09;41;0;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana
Tungurahua;Baños de Agua Santa;Baños de Agua Santa;2020;Noviembre;19;2020/11/19;2020;Agosto;20;2020/08/20;1998;Agosto;21;1998/08/21;No;21;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1965;Enero;15;1965/01/15;55;0;Mestiza;Educación media / Bachillerato;Si;Tungurahua;Baños de Agua Santa;Baños de Agua Santa;Urbana;Ecuatoriano;Ecuador;Mujer;1976;Septiembre;2;1976/09/02;44;1;Mestiza;Educación media / Bachillerato;Si;Tungurahua;Baños de Agua Santa;Baños de Agua Santa;Urbana
Galápagos;Santa Cruz;Puerto Ayora;2020;Noviembre;19;2020/11/19;2018;Agosto;22;2018/08/22;1999;Junio;1;1999/06/01;No;19;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1976;Mayo;30;1976/05/30;44;0;Mestiza;Educación media / Bachillerato;Si;Galápagos;Santa Cruz;Puerto Ayora;Urbana;Ecuatoriano;Ecuador;Mujer;1978;Abril;1;1978/04/01;42;3;Mestiza;Educación media / Bachillerato;Si;Galápagos;Santa Cruz;Puerto Ayora;Urbana
Bolívar;Chimbo;San Jose de Chimbo;2020;Noviembre;19;2020/11/19;2020;Noviembre;11;2020/11/11;1999;Junio;25;1999/06/25;No;21;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;Ecuatoriano;Ecuador;Hombre;1956;Abril;3;1956/04/03;64;0;Mestiza;Educación básica;Si;Bolívar;Chimbo;San Jose de Chimbo;Urbana;Ecuatoriano;Ecuador;Mujer;1962;Abril;7;1962/04/07;58;0;Mestiza;Primaria;Si;Bolívar;Chimbo;San Jose de Chimbo;Urbana
Chimborazo;Riobamba;Lizarzaburu;2020;Noviembre;19;2020/11/19;2020;Septiembre;23;2020/09/23;1999;Noviembre;22;1999/11/22;No;20;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;Ecuatoriano;Ecuador;Hombre;1981;Febrero;23;1981/02/23;39;0;Mestiza;Educación básica;Si;Chimborazo;Colta;Villa La Unión (Cajabamba);Urbana;Ecuatoriano;Ecuador;Mujer;1978;Octubre;31;1978/10/31;42;0;Mestiza;Educación básica;Si;Chimborazo;Colta;Villa La Unión (Cajabamba);Urbana
Cañar;Azogues;Azogues;2020;Noviembre;19;2020/11/19;2018;Junio;4;2018/06/04;2000;Febrero;28;2000/02/28;No;18;El adulterio de uno de los cónyuges;Ecuatoriano;Ecuador;Hombre;1979;Agosto;5;1979/08/05;41;0;Mestiza;Primaria;Si;Cañar;Cañar;Zhud;Rural;Ecuatoriano;Ecuador;Mujer;1975;Diciembre;5;1975/12/05;44;0;Mestiza;Primaria;Si;Cañar;Cañar;Zhud;Rural
Los Ríos;Quevedo;San Camilo;2020;Noviembre;19;2020/11/19;2020;Octubre;1;2020/10/01;2000;Mayo;31;2000/05/31;No;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1951;Mayo;5;1951/05/05;69;0;Mestiza;Educación media / Bachillerato;Si;Los Ríos;Quevedo;Quevedo;Urbana;Ecuatoriano;Ecuador;Mujer;1966;Febrero;11;1966/02/11;54;0;Mestiza;Educación básica;Si;Los Ríos;Quevedo;24 De Mayo;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Noviembre;19;2020/11/19;2020;Octubre;14;2020/10/14;2001;Abril;27;2001/04/27;No;19;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1981;Mayo;27;1981/05/27;39;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1984;Junio;17;1984/06/17;36;2;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana
El Oro;Pasaje;Pasaje;2020;Noviembre;19;2020/11/19;2020;Octubre;26;2020/10/26;2001;Julio;11;2001/07/11;No;19;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1975;Marzo;19;1975/03/19;45;0;Mestiza;Secundaria;Si;El Oro;Pasaje;Pasaje;Urbana;Ecuatoriano;Ecuador;Mujer;1971;Febrero;10;1971/02/10;49;0;Mestiza;Secundaria;Si;El Oro;Pasaje;Pasaje;Urbana
Tungurahua;Quero;Quero;2020;Noviembre;19;2020/11/19;2020;Octubre;5;2020/10/05;2002;Octubre;11;2002/10/11;No;17;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1981;Julio;7;1981/07/07;39;0;Mestiza;Secundaria;Si;Bolívar;Guaranda;Salinas;Rural;Ecuatoriano;Ecuador;Mujer;1980;Noviembre;30;1980/11/30;39;1;Mestiza;Secundaria;Si;Tungurahua;Cevallos;Cevallos;Urbana
Guayas;Durán;Eloy Alfaro (Durán);2020;Noviembre;19;2020/11/19;2017;Junio;5;2017/06/05;2003;Marzo;21;2003/03/21;No;14;El que uno de los cónyuges sea ebrio consuetudinario o toxicómano;Ecuatoriano;Ecuador;Hombre;1972;Octubre;2;1972/10/02;48;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Durán;Eloy Alfaro (Durán);Urbana;Ecuatoriano;Ecuador;Mujer;1967;Septiembre;7;1967/09/07;53;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Durán;Eloy Alfaro (Durán);Urbana
Pichincha;Cayambe;Cayambe;2020;Noviembre;19;2020/11/19;2020;Enero;4;2020/01/04;2004;Marzo;16;2004/03/16;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1976;Septiembre;1;1976/09/01;44;0;Mestiza;Educación básica;Si;Pichincha;Cayambe;Cayambe;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Marzo;9;1985/03/09;35;3;Mestiza;Secundaria;Si;Pichincha;Cayambe;Cayambe;Urbana
Cañar;Azogues;Azogues;2020;Noviembre;19;2020/11/19;2020;Septiembre;10;2020/09/10;2007;Enero;14;2007/01/14;No;13;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1981;Septiembre;1;1981/09/01;39;0;Mestiza;Primaria;Si;Cañar;Cañar;Gualleturo;Rural;Ecuatoriano;Ecuador;Mujer;1986;Septiembre;19;1986/09/19;34;0;Mestiza;Primaria;Si;Cañar;Cañar;Gualleturo;Rural
Cañar;Azogues;Azogues;2020;Noviembre;19;2020/11/19;2019;Octubre;28;2019/10/28;2007;Junio;21;2007/06/21;No;12;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1986;Abril;26;1986/04/26;34;0;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Abril;21;1987/04/21;33;2;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana
Galápagos;Santa Cruz;Puerto Ayora;2020;Noviembre;19;2020/11/19;2020;Septiembre;24;2020/09/24;2007;Diciembre;8;2007/12/08;No;12;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1980;Marzo;29;1980/03/29;40;0;Mestiza;Educación básica;Si;Galápagos;Santa Cruz;Puerto Ayora;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Diciembre;5;1986/12/05;33;0;Mestiza;Educación media / Bachillerato;Si;Galápagos;Santa Cruz;Puerto Ayora;Urbana
Cotopaxi;Latacunga;Ignacio Flores (Parque Flores);2020;Noviembre;19;2020/11/19;2020;Agosto;7;2020/08/07;2007;Diciembre;17;2007/12/17;No;12;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Mujer;1986;Enero;10;1986/01/10;34;2;Mestiza;Educación básica;Si;Cotopaxi;Latacunga;Eloy Alfaro  (San Felipe);Urbana;Ecuatoriano;Ecuador;Hombre;1982;Noviembre;11;1982/11/11;38;1;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Quito Distrito Metropolitano de Quito;Urbana
Los Ríos;Quevedo;San Camilo;2020;Noviembre;19;2020/11/19;2020;Septiembre;25;2020/09/25;2009;Enero;5;2009/01/05;No;11;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1986;Julio;18;1986/07/18;34;0;Mestiza;Educación media / Bachillerato;Si;Los Ríos;Quevedo;San Camilo;Urbana;Ecuatoriano;Ecuador;Mujer;1989;Abril;10;1989/04/10;31;2;Mestiza;Educación media / Bachillerato;Si;Los Ríos;Babahoyo;Doctor Camilo Ponce;Urbana
El Oro;Santa Rosa;Santa Rosa;2020;Noviembre;19;2020/11/19;2020;Octubre;2;2020/10/02;2009;Abril;17;2009/04/17;No;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1989;Abril;28;1989/04/28;31;0;Mestiza;Secundaria;Si;El Oro;Santa Rosa;Santa Rosa;Urbana;Ecuatoriano;Ecuador;Mujer;1990;Junio;15;1990/06/15;30;2;Mestiza;Secundaria;Si;El Oro;Santa Rosa;Santa Rosa;Urbana
Cotopaxi;Latacunga;Ignacio Flores (Parque Flores);2020;Noviembre;19;2020/11/19;2020;Octubre;1;2020/10/01;2009;Julio;10;2009/07/10;No;11;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1988;Noviembre;5;1988/11/05;32;0;Mestiza;Secundaria;Si;Pichincha;Quito;Quito Distrito Metropolitano de Quito;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Junio;3;1987/06/03;33;1;Mestiza;Educación media / Bachillerato;Si;Cotopaxi;Salcedo;Pansaleo;Rural
Guayas;Guayaquil;Tarqui;2020;Noviembre;19;2020/11/19;2020;Agosto;11;2020/08/11;2009;Diciembre;26;2009/12/26;No;10;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1980;Mayo;16;1980/05/16;40;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Abril;29;1987/04/29;33;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana
Guayas;Guayaquil;Tarqui;2020;Noviembre;19;2020/11/19;2020;Julio;23;2020/07/23;2010;Enero;29;2010/01/29;No;10;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1979;Noviembre;19;1979/11/19;41;0;Otro;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Abril;2;1986/04/02;34;2;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana
Loja;Macara;Macará  (Manuel Enrique Rengel Suquilanda);2020;Noviembre;19;2020/11/19;2020;Octubre;16;2020/10/16;2010;Abril;9;2010/04/09;No;10;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1976;Septiembre;26;1976/09/26;44;0;Mestiza;Educación media / Bachillerato;Si;Loja;Macara;Macará  (Manuel Enrique Rengel Suquilanda);Urbana;Ecuatoriano;Ecuador;Mujer;1977;Mayo;4;1977/05/04;43;3;Mestiza;Secundaria;Si;Loja;Celica;Celica;Urbana
Pastaza;Pastaza;Puyo;2020;Noviembre;19;2020/11/19;2020;Marzo;3;2020/03/03;2010;Junio;18;2010/06/18;No;9;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1981;Enero;14;1981/01/14;39;0;Mestiza;Superior Universitario;Si;Pastaza;Pastaza;Puyo;Urbana;Ecuatoriano;Ecuador;Mujer;1984;Marzo;8;1984/03/08;36;1;Mestiza;Educación media / Bachillerato;Si;Pastaza;Pastaza;Puyo;Urbana
Napo;Tena;Tena;2020;Noviembre;19;2020/11/19;2020;Noviembre;9;2020/11/09;2010;Agosto;2;2010/08/02;No;10;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Mujer;1991;Septiembre;24;1991/09/24;29;2;Mestiza;Superior Universitario;Si;Napo;Tena;Tena;Urbana;Ecuatoriano;Ecuador;Hombre;1985;Diciembre;9;1985/12/09;34;0;Mestiza;Superior Universitario;Si;Napo;Tena;Tena;Urbana
Cañar;Azogues;Azogues;2020;Noviembre;19;2020/11/19;2020;Octubre;8;2020/10/08;2010;Agosto;12;2010/08/12;No;10;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;Ecuatoriano;Ecuador;Hombre;1982;Julio;7;1982/07/07;38;0;Mestiza;Educación media / Bachillerato;Si;Azuay;Cuenca;Tarqui;Rural;Ecuatoriano;Ecuador;Mujer;1990;Enero;29;1990/01/29;30;3;Mestiza;Educación media / Bachillerato;Si;Azuay;Cuenca;Tarqui;Rural
Guayas;Guayaquil;Rocafuerte;2020;Noviembre;19;2020/11/19;2020;Septiembre;21;2020/09/21;2011;Febrero;1;2011/02/01;No;9;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Mujer;1980;Marzo;4;1980/03/04;40;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1991;Febrero;1;1991/02/01;29;2;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Noviembre;19;2020/11/19;2020;Agosto;12;2020/08/12;2011;Febrero;18;2011/02/18;No;9;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1979;Abril;8;1979/04/08;41;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1982;Noviembre;23;1982/11/23;37;1;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Noviembre;19;2020/11/19;2020;Agosto;31;2020/08/31;2011;Febrero;18;2011/02/18;No;9;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1986;Marzo;1;1986/03/01;34;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Agosto;28;1986/08/28;34;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
Galápagos;Santa Cruz;Puerto Ayora;2020;Noviembre;19;2020/11/19;2020;Agosto;12;2020/08/12;2011;Noviembre;11;2011/11/11;No;8;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;Ecuatoriano;Ecuador;Hombre;1990;Febrero;3;1990/02/03;30;2;Mestiza;Educación media / Bachillerato;Si;Galápagos;Santa Cruz;Puerto Ayora;Urbana;Ecuatoriano;Ecuador;Mujer;1993;Agosto;27;1993/08/27;27;0;Mestiza;Educación media / Bachillerato;Si;Galápagos;Santa Cruz;Puerto Ayora;Urbana
Cañar;Azogues;Azogues;2020;Noviembre;19;2020/11/19;2020;Agosto;28;2020/08/28;2012;Mayo;18;2012/05/18;No;8;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1994;Julio;21;1994/07/21;26;0;Mestiza;Primaria;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1997;Septiembre;23;1997/09/23;23;1;Mestiza;Primaria;Si;Cañar;Cañar;Cañar;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Noviembre;19;2020/11/19;2020;Septiembre;14;2020/09/14;2012;Octubre;19;2012/10/19;No;7;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1979;Diciembre;18;1979/12/18;40;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Pascuales;Urbana;Ecuatoriano;Ecuador;Mujer;1994;Marzo;9;1994/03/09;26;1;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Pascuales;Urbana
Manabí;El Carmen;4 De Diciembre;2020;Noviembre;19;2020/11/19;2020;Noviembre;17;2020/11/17;2013;Mayo;3;2013/05/03;No;7;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1980;Agosto;28;1980/08/28;40;0;Mestiza;Educación básica;Si;Manabí;El Carmen;El Carmen;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Septiembre;28;1977/09/28;43;0;Mestiza;Educación básica;Si;Manabí;El Carmen;El Carmen;Urbana
Tungurahua;Ambato;Huachi Chico;2020;Noviembre;19;2020/11/19;2020;Julio;31;2020/07/31;2013;Agosto;9;2013/08/09;No;6;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1987;Junio;14;1987/06/14;33;0;Mestiza;Educación media / Bachillerato;Si;Tungurahua;Ambato;San Francisco;Urbana;Ecuatoriano;Ecuador;Mujer;1992;Agosto;31;1992/08/31;28;0;Mestiza;Educación media / Bachillerato;Si;Tungurahua;Ambato;Huachi Chico;Urbana
Pichincha;Rumiñahui;Sangolquí;2020;Noviembre;19;2020/11/19;2020;Noviembre;17;2020/11/17;2013;Octubre;25;2013/10/25;No;7;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Mujer;1979;Abril;11;1979/04/11;41;0;Mestiza;Superior Universitario;Si;Pichincha;Rumiñahui;Sangolquí;Urbana;Ecuatoriano;Ecuador;Hombre;1974;Noviembre;5;1974/11/05;46;0;Mestiza;Superior Universitario;Si;Pichincha;Quito;Conocoto;Rural
Loja;Loja;Loja;2020;Noviembre;19;2020/11/19;2020;Octubre;20;2020/10/20;2014;Abril;17;2014/04/17;No;6;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1979;Abril;24;1979/04/24;41;0;Mestiza;Posgrado;Si;Loja;Loja;Valle;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Enero;19;1985/01/19;35;1;Mestiza;Superior Universitario;Si;Loja;Loja;Punzara;Urbana
Azuay;Cuenca;San Blas;2020;Noviembre;19;2020/11/19;2020;Octubre;28;2020/10/28;2014;Mayo;16;2014/05/16;No;6;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1980;Agosto;19;1980/08/19;40;0;Mestiza;Educación básica;Si;Azuay;Cuenca;Sucre;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Julio;13;1985/07/13;35;1;Mestiza;Primaria;Si;Azuay;Cuenca;Huaynacápac;Urbana
Galápagos;Santa Cruz;Puerto Ayora;2020;Noviembre;19;2020/11/19;2020;Agosto;23;2020/08/23;2014;Septiembre;11;2014/09/11;No;5;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1992;Marzo;25;1992/03/25;28;0;Mestiza;Educación media / Bachillerato;Si;Galápagos;Santa Cruz;Puerto Ayora;Urbana;Ecuatoriano;Ecuador;Mujer;1996;Febrero;24;1996/02/24;24;1;Mestiza;Educación media / Bachillerato;Si;Galápagos;Santa Cruz;Puerto Ayora;Urbana
Guayas;Guayaquil;Tarqui;2020;Noviembre;19;2020/11/19;2020;Noviembre;17;2020/11/17;2015;Marzo;25;2015/03/25;No;5;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1994;Marzo;24;1994/03/24;26;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1995;Agosto;12;1995/08/12;25;1;Mestiza;Educación básica;Si;Guayas;Guayaquil;Tarqui;Urbana
Azuay;Cuenca;San Blas;2020;Noviembre;19;2020/11/19;2020;Octubre;15;2020/10/15;2017;Abril;12;2017/04/12;No;3;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1998;Enero;1;1998/01/01;22;0;Mestiza;Educación media / Bachillerato;Si;Cañar;La Troncal;La Troncal;Urbana;Ecuatoriano;Ecuador;Mujer;1998;Agosto;11;1998/08/11;22;0;Mestiza;Educación básica;Si;Azuay;Cuenca;El Vecino;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Noviembre;19;2020/11/19;2020;Septiembre;3;2020/09/03;2017;Mayo;3;2017/05/03;No;3;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Mujer;1992;Agosto;20;1992/08/20;28;1;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1987;Agosto;1;1987/08/01;33;0;Mestiza;Superior Universitario;Si;Guayas;Durán;Eloy Alfaro (Durán);Urbana
Imbabura;Otavalo;Jordán;2020;Noviembre;19;2020/11/19;2020;Noviembre;12;2020/11/12;2018;Enero;11;2018/01/11;No;2;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1995;Agosto;2;1995/08/02;25;0;Mestiza;Superior Universitario;Si;Pichincha;Pedro Moncayo;Tabacundo;Urbana;Ecuatoriano;Ecuador;Mujer;1997;Septiembre;1;1997/09/01;23;0;Mestiza;Superior Universitario;Si;Imbabura;Otavalo;Jordán;Urbana
Guayas;Guayaquil;Tarqui;2020;Noviembre;19;2020/11/19;2020;Octubre;19;2020/10/19;2019;Agosto;3;2019/08/03;No;1;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1983;Abril;4;1983/04/04;37;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Febrero;18;1986/02/18;34;1;Mestiza;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana
El Oro;El Guabo;El Guabo;2020;Noviembre;20;2020/11/20;2020;Noviembre;16;2020/11/16;1983;Julio;27;1983/07/27;No;37;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1964;Febrero;21;1964/02/21;56;0;Mestiza;Secundaria;Si;El Oro;El Guabo;El Guabo;Urbana;Ecuatoriano;Ecuador;Mujer;1966;Enero;16;1966/01/16;54;0;Mestiza;Secundaria;Si;El Oro;El Guabo;El Guabo;Urbana
Chimborazo;Riobamba;Lizarzaburu;2020;Noviembre;20;2020/11/20;2020;Noviembre;19;2020/11/19;1984;Mayo;4;1984/05/04;No;36;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1954;Diciembre;12;1954/12/12;65;0;Mestiza;Primaria;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana;Ecuatoriano;Ecuador;Mujer;1961;Abril;20;1961/04/20;59;0;Mestiza;Educación básica;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana
Pichincha;Rumiñahui;Sangolquí;2020;Noviembre;20;2020/11/20;2020;Noviembre;11;2020/11/11;1984;Noviembre;12;1984/11/12;No;35;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Mujer;1964;Noviembre;11;1964/11/11;56;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Conocoto;Rural;Ecuatoriano;Ecuador;Hombre;1957;Agosto;15;1957/08/15;63;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Conocoto;Rural
El Oro;Machala;Machala;2020;Noviembre;20;2020/11/20;2020;Noviembre;19;2020/11/19;1985;Enero;25;1985/01/25;No;35;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1962;Noviembre;23;1962/11/23;57;0;Mestiza;Secundaria;Si;Guayas;Balao;Balao;Urbana;Ecuatoriano;Ecuador;Mujer;1962;Noviembre;23;1962/11/23;57;0;Mestiza;Secundaria;Si;Loja;Pindal;Pindal;Urbana
